year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2022.00,7.00,24.00,13.00,94.30,25.44,14.85,7.42,1.64,-0.71,1.98,159.86,,,,8.80,19.38
2022.00,7.00,24.00,14.00,92.83,24.10,14.10,7.33,1.55,-0.56,1.63,83.16,,,,7.10,17.43
2022.00,7.00,24.00,15.00,91.36,22.76,10.83,7.23,1.47,-0.41,1.27,140.68,,,,6.30,21.80
2022.00,7.00,24.00,16.00,91.29,22.07,9.21,7.20,1.18,-0.92,1.35,82.21,,,,9.77,18.65
2022.00,7.00,24.00,17.00,91.21,21.39,9.02,7.16,0.89,-1.42,1.43,73.21,,,,7.42,13.13
2022.00,7.00,24.00,18.00,91.14,20.70,8.53,7.13,0.61,-1.92,1.51,62.58,,,,6.20,12.23
2022.00,7.00,24.00,19.00,84.65,30.12,9.08,7.02,0.62,-1.40,1.69,48.18,,,,6.10,13.18
2022.00,7.00,24.00,20.00,78.16,39.54,12.62,6.92,0.63,-0.87,1.86,54.14,,,,4.40,14.12
2022.00,7.00,24.00,21.00,71.67,48.96,13.40,6.82,0.64,-0.35,2.04,208.18,,,,14.27,9.60
2022.00,7.00,24.00,22.00,89.50,49.66,12.75,6.93,0.39,-0.30,1.61,30.72,,,,8.28,6.03
2022.00,7.00,24.00,23.00,107.32,50.36,16.95,7.04,0.13,-0.26,1.18,18.96,,,,7.60,10.50
2019.00,11.00,5.00,0.00,0.16,99.09,17.11,8.94,2.77,-0.30,0.58,72.17,,,,6.77,13.32
2019.00,11.00,5.00,1.00,0.86,95.60,18.66,9.02,2.72,0.12,-0.08,13.67,,,,4.92,18.67
2019.00,11.00,5.00,2.00,1.55,92.11,18.89,9.10,2.68,0.55,-0.74,90.47,,,,5.62,18.07
2019.00,11.00,5.00,3.00,2.25,88.62,18.58,9.18,2.64,0.97,-1.40,89.05,,,,10.30,17.60
2019.00,11.00,5.00,4.00,1.50,85.61,18.89,8.47,2.53,0.45,-0.87,52.22,,,,22.50,14.68
2019.00,11.00,5.00,5.00,0.75,82.61,17.70,7.75,2.43,-0.06,-0.33,49.36,,,,36.55,11.60
2019.00,11.00,5.00,6.00,0.00,79.61,16.84,7.04,2.33,-0.58,0.21,16.62,,,,44.75,11.40
2019.00,11.00,5.00,7.00,23.71,55.58,17.69,6.86,1.63,0.38,0.47,25.36,,,,48.88,9.30
2019.00,11.00,5.00,8.00,47.43,31.54,15.28,6.68,0.93,1.33,0.73,82.31,1.04,0.92,1.14,52.48,8.55
2019.00,11.00,5.00,9.00,71.14,7.51,14.81,6.51,0.23,2.29,0.99,87.69,,,,53.98,7.60
2019.00,11.00,5.00,10.00,70.23,7.89,14.92,6.47,-0.38,2.22,1.44,103.49,,,,55.83,8.32
2019.00,11.00,5.00,11.00,69.33,8.27,15.01,6.44,-1.00,2.15,1.89,64.49,,,,58.10,10.65
2019.00,11.00,5.00,12.00,68.43,8.65,16.05,6.40,-1.62,2.08,2.35,106.57,,,,40.98,22.02
2019.00,11.00,5.00,13.00,45.79,34.50,14.72,6.53,-1.24,1.99,1.86,127.33,,,,6.45,57.17
2019.00,11.00,5.00,14.00,23.15,60.34,13.49,6.67,-0.87,1.90,1.38,163.09,,,,4.78,58.77
2019.00,11.00,5.00,15.00,0.51,86.19,12.04,6.80,-0.49,1.81,0.90,68.98,,,,4.80,54.50
2019.00,11.00,5.00,16.00,1.55,85.70,10.95,6.86,-0.93,0.76,0.69,20.66,,,,5.33,48.65
2019.00,11.00,5.00,17.00,2.59,85.21,11.80,6.92,-1.37,-0.28,0.49,107.40,,,,5.33,45.58
2019.00,11.00,5.00,18.00,3.63,84.72,12.48,6.98,-1.81,-1.32,0.28,142.21,,,,5.58,46.47
2019.00,11.00,5.00,19.00,2.44,94.67,12.13,6.98,-0.51,-0.95,1.03,90.98,,,,5.38,38.35
2019.00,11.00,5.00,20.00,1.26,104.62,11.31,6.99,0.80,-0.58,1.78,67.72,,,,5.00,32.83
2019.00,11.00,5.00,21.00,0.07,114.57,10.91,6.99,2.11,-0.22,2.54,58.08,,,,4.90,31.20
2019.00,11.00,5.00,22.00,2.33,115.17,10.01,7.19,2.16,-0.40,1.95,21.24,,,,5.35,31.27
2019.00,11.00,5.00,23.00,4.59,115.77,11.94,7.39,2.21,-0.59,1.36,147.70,,,,5.58,25.68
2023.00,8.00,23.00,0.00,37.87,49.72,10.47,19.54,-1.77,1.11,1.44,38.88,,,,21.27,5.50
2023.00,8.00,23.00,1.00,43.57,41.80,11.35,19.34,-1.45,0.48,1.18,17.06,,,,22.18,8.45
2023.00,8.00,23.00,2.00,49.27,33.88,10.45,19.14,-1.13,-0.14,0.93,29.34,,,,20.65,9.07
2023.00,8.00,23.00,3.00,54.97,25.96,10.52,18.93,-0.81,-0.76,0.67,38.51,,,,22.62,10.93
2023.00,8.00,23.00,4.00,36.77,43.56,9.86,19.21,0.06,-0.51,-0.21,34.81,,,,20.75,10.90
2023.00,8.00,23.00,5.00,18.56,61.16,9.71,19.49,0.93,-0.25,-1.10,25.01,,,,10.75,11.20
2023.00,8.00,23.00,6.00,0.35,78.77,10.05,19.77,1.80,-0.00,-1.98,34.49,,,,5.25,13.45
2023.00,8.00,23.00,7.00,10.31,64.44,11.26,19.42,2.13,0.28,-1.06,64.53,,,,6.82,11.90
2023.00,8.00,23.00,8.00,20.28,50.10,11.40,19.06,2.47,0.55,-0.13,136.00,,,,5.38,13.90
2023.00,8.00,23.00,9.00,30.24,35.77,10.08,18.70,2.80,0.83,0.79,71.68,,,,6.40,14.88
2023.00,8.00,23.00,10.00,24.01,40.85,9.67,18.97,2.38,1.11,0.68,37.66,,,,6.07,19.62
2023.00,8.00,23.00,11.00,17.78,45.92,9.24,19.23,1.95,1.38,0.56,35.35,,,,6.62,24.40
2023.00,8.00,23.00,12.00,11.55,51.00,10.20,19.49,1.52,1.66,0.45,32.86,,,,6.70,25.58
2023.00,8.00,23.00,13.00,7.76,59.53,11.36,19.48,0.63,1.02,0.94,14.75,,,,6.38,29.75
2023.00,8.00,23.00,14.00,3.96,68.07,11.35,19.47,-0.25,0.39,1.42,51.01,,,,6.50,25.42
2023.00,8.00,23.00,15.00,0.17,76.60,11.18,19.46,-1.13,-0.24,1.91,39.57,,,,4.95,18.23
2023.00,8.00,23.00,16.00,3.68,75.44,11.05,19.95,-0.50,-0.60,1.09,22.34,,,,6.45,14.95
2023.00,8.00,23.00,17.00,7.18,74.27,10.63,20.45,0.12,-0.96,0.26,43.12,,,,4.55,13.85
2023.00,8.00,23.00,18.00,10.69,73.11,10.47,20.94,0.75,-1.32,-0.56,21.44,,,,6.55,13.50
2023.00,8.00,23.00,19.00,22.72,68.35,8.90,20.80,0.98,-0.84,-0.54,23.18,,,,4.62,10.95
2023.00,8.00,23.00,20.00,34.76,63.60,9.82,20.66,1.22,-0.36,-0.51,17.50,,,,6.80,9.03
2023.00,8.00,23.00,21.00,46.79,58.85,7.85,20.52,1.46,0.13,-0.49,29.39,,,,8.70,8.90
2023.00,8.00,23.00,22.00,41.05,56.23,6.29,19.62,1.10,0.48,-0.03,28.55,,,,4.25,9.20
2023.00,8.00,23.00,23.00,35.31,53.61,5.62,18.73,0.74,0.84,0.43,26.64,,,,6.47,16.05
2024.00,1.00,12.00,0.00,0.36,106.32,16.77,12.17,-1.16,-2.06,1.44,26.34,,,,1.90,32.30
2024.00,1.00,12.00,1.00,0.26,104.38,17.85,11.23,-0.46,-1.67,1.28,39.52,,,,3.30,29.70
2024.00,1.00,12.00,2.00,0.15,102.44,21.30,10.29,0.25,-1.27,1.13,81.82,,,,4.08,30.62
2024.00,1.00,12.00,3.00,0.05,100.50,23.34,9.35,0.95,-0.88,0.97,102.28,,,,3.65,30.78
2024.00,1.00,12.00,4.00,0.26,95.74,21.73,9.42,1.34,-0.82,1.01,38.47,,,,7.18,28.00
2024.00,1.00,12.00,5.00,0.48,90.99,21.86,9.48,1.73,-0.76,1.05,40.84,,,,11.43,30.27
2024.00,1.00,12.00,6.00,0.69,86.24,24.96,9.54,2.12,-0.69,1.08,16.28,,,,17.75,33.45
2024.00,1.00,12.00,7.00,6.04,81.05,24.48,9.37,2.08,-0.63,1.25,27.17,,,,32.45,31.45
2024.00,1.00,12.00,8.00,11.39,75.87,23.78,9.19,2.05,-0.57,1.41,37.69,1.89,1.15,1.65,50.80,28.98
2024.00,1.00,12.00,9.00,16.74,70.68,24.40,9.01,2.01,-0.51,1.57,33.28,,,,69.02,28.70
2024.00,1.00,12.00,10.00,11.18,78.11,25.45,9.22,1.28,-1.19,1.69,59.32,,,,68.93,29.12
2024.00,1.00,12.00,11.00,5.62,85.54,22.63,9.43,0.56,-1.87,1.81,36.47,,,,63.40,29.82
2024.00,1.00,12.00,12.00,0.06,92.98,23.86,9.63,-0.17,-2.55,1.93,206.40,,,,45.15,34.80
2024.00,1.00,12.00,13.00,7.68,82.65,23.10,9.95,0.23,-1.87,1.58,125.50,,,,12.15,49.27
2024.00,1.00,12.00,14.00,15.30,72.33,21.72,10.26,0.64,-1.20,1.23,102.81,,,,2.90,58.52
2024.00,1.00,12.00,15.00,22.92,62.01,22.55,10.57,1.05,-0.52,0.88,28.82,,,,13.98,61.70
2024.00,1.00,12.00,16.00,21.82,61.86,21.15,10.25,1.03,-0.30,1.17,86.27,,,,19.08,64.70
2024.00,1.00,12.00,17.00,20.72,61.71,21.51,9.93,1.01,-0.07,1.47,48.67,,,,3.47,63.97
2024.00,1.00,12.00,18.00,19.62,61.56,24.98,9.60,0.98,0.15,1.76,69.45,,,,61.45,53.52
2024.00,1.00,12.00,19.00,21.86,56.88,22.31,9.84,1.30,-0.03,1.72,40.33,,,,1.65,52.15
2024.00,1.00,12.00,20.00,24.10,52.21,22.83,10.08,1.62,-0.22,1.67,37.71,,,,1.50,41.12
2024.00,1.00,12.00,21.00,26.34,47.54,21.08,10.32,1.94,-0.41,1.63,66.93,,,,28.87,34.10
2024.00,1.00,12.00,22.00,24.76,47.03,21.04,10.26,1.91,-0.39,1.48,208.27,,,,12.78,25.40
2024.00,1.00,12.00,23.00,23.17,46.53,19.68,10.19,1.88,-0.37,1.34,335.16,,,,6.28,35.02
2020.00,12.00,13.00,0.00,127.57,12.70,41.54,6.07,0.88,0.79,-1.22,3638.86,,,,10.47,10.97
2020.00,12.00,13.00,1.00,135.71,18.14,40.14,6.03,0.57,0.81,-1.72,1391.83,,,,8.05,15.88
2020.00,12.00,13.00,2.00,143.85,23.58,42.49,6.00,0.25,0.82,-2.22,3758.88,,,,5.88,18.82
2020.00,12.00,13.00,3.00,151.99,29.02,40.86,5.96,-0.07,0.84,-2.72,1983.57,,,,4.33,14.38
2020.00,12.00,13.00,4.00,126.15,43.74,38.43,6.29,-0.17,1.02,-2.47,1034.85,,,,7.35,12.08
2020.00,12.00,13.00,5.00,100.31,58.47,39.75,6.62,-0.26,1.19,-2.22,1517.21,,,,12.55,11.43
2020.00,12.00,13.00,6.00,74.47,73.20,38.35,6.95,-0.36,1.36,-1.96,1170.00,,,,17.20,9.50
2020.00,12.00,13.00,7.00,72.56,64.99,38.09,7.83,0.03,0.58,-2.38,1714.81,,,,23.27,9.38
2020.00,12.00,13.00,8.00,70.65,56.78,39.23,8.71,0.42,-0.20,-2.80,1814.38,0.52,1.65,0.31,28.98,7.93
2020.00,12.00,13.00,9.00,68.74,48.57,41.45,9.59,0.81,-0.98,-3.21,2123.59,,,,29.82,7.90
2020.00,12.00,13.00,10.00,63.13,48.01,42.77,9.92,0.36,-0.71,-2.86,3376.95,,,,28.35,9.35
2020.00,12.00,13.00,11.00,57.53,47.45,42.02,10.25,-0.09,-0.43,-2.51,1292.20,,,,26.30,10.55
2020.00,12.00,13.00,12.00,51.92,46.90,42.66,10.58,-0.54,-0.16,-2.16,1162.13,,,,22.57,15.42
2020.00,12.00,13.00,13.00,47.40,50.02,43.66,10.72,-0.03,-0.20,-2.08,3024.89,,,,11.33,29.05
2020.00,12.00,13.00,14.00,42.89,53.14,42.46,10.85,0.49,-0.24,-1.99,1118.66,,,,9.20,26.20
2020.00,12.00,13.00,15.00,38.38,56.26,42.62,10.99,1.00,-0.28,-1.90,2457.03,,,,8.43,22.33
2020.00,12.00,13.00,16.00,48.76,50.62,38.04,11.01,1.20,-0.25,-2.52,1081.52,,,,7.83,18.53
2020.00,12.00,13.00,17.00,59.15,44.97,40.62,11.04,1.39,-0.22,-3.14,2120.48,,,,8.57,13.05
2020.00,12.00,13.00,18.00,69.53,39.32,39.46,11.07,1.59,-0.19,-3.76,1920.27,,,,7.72,12.10
2020.00,12.00,13.00,19.00,77.41,28.94,39.90,10.33,2.10,-0.33,-3.60,1517.15,,,,7.00,11.85
2020.00,12.00,13.00,20.00,85.28,18.56,35.27,9.59,2.62,-0.47,-3.43,1790.24,,,,8.20,10.63
2020.00,12.00,13.00,21.00,93.16,8.18,39.15,8.86,3.13,-0.60,-3.27,1645.64,,,,14.08,7.60
2020.00,12.00,13.00,22.00,94.08,13.33,38.14,8.55,3.26,-0.67,-2.99,1322.43,,,,14.65,5.08
2020.00,12.00,13.00,23.00,95.00,18.48,39.35,8.24,3.38,-0.74,-2.72,2558.26,,,,15.70,5.00
2019.00,9.00,29.00,0.00,31.22,39.09,28.38,10.31,-1.53,0.10,2.92,672.73,,,,7.05,6.97
2019.00,9.00,29.00,1.00,38.62,32.39,24.63,9.74,-1.30,0.38,2.39,264.54,,,,12.95,7.30
2019.00,9.00,29.00,2.00,46.03,25.69,24.16,9.18,-1.08,0.66,1.87,124.75,,,,11.22,6.95
2019.00,9.00,29.00,3.00,53.44,18.99,23.02,8.62,-0.85,0.94,1.35,128.57,,,,4.47,6.65
2019.00,9.00,29.00,4.00,53.01,20.17,25.01,7.90,-0.01,0.41,1.72,44.22,,,,7.97,7.00
2019.00,9.00,29.00,5.00,52.58,21.36,25.35,7.18,0.83,-0.12,2.09,35.29,,,,11.70,7.10
2019.00,9.00,29.00,6.00,52.15,22.54,26.16,6.47,1.67,-0.65,2.45,112.11,,,,12.82,7.10
2019.00,9.00,29.00,7.00,50.38,21.24,25.62,7.15,0.86,-0.48,2.68,285.32,,,,24.00,7.03
2019.00,9.00,29.00,8.00,48.61,19.95,25.38,7.84,0.06,-0.31,2.90,254.10,,2.00,,26.88,6.82
2019.00,9.00,29.00,9.00,46.84,18.65,27.13,8.52,-0.75,-0.15,3.13,175.89,,,,25.38,6.90
2019.00,9.00,29.00,10.00,44.89,27.39,27.07,9.58,-1.44,0.72,1.97,21.47,,,,32.10,7.00
2019.00,9.00,29.00,11.00,42.94,36.13,27.58,10.64,-2.14,1.59,0.82,34.17,,,,28.58,7.03
2019.00,9.00,29.00,12.00,40.99,44.87,29.55,11.70,-2.83,2.46,-0.34,36.10,,,,19.68,6.97
2019.00,9.00,29.00,13.00,53.44,34.16,29.80,10.52,-2.67,1.72,0.63,119.20,,,,9.88,6.85
2019.00,9.00,29.00,14.00,65.89,23.44,30.43,9.35,-2.51,0.99,1.59,203.32,,,,2.97,7.17
2019.00,9.00,29.00,15.00,78.33,12.73,31.01,8.18,-2.35,0.26,2.56,371.54,,,,7.52,7.28
2019.00,9.00,29.00,16.00,67.11,14.81,29.86,8.59,-2.20,0.34,2.61,227.98,,,,1.38,7.38
2019.00,9.00,29.00,17.00,55.88,16.89,29.95,9.00,-2.04,0.42,2.66,68.35,,,,1.35,7.50
2019.00,9.00,29.00,18.00,44.66,18.97,29.44,9.41,-1.89,0.50,2.72,305.83,,,,1.55,8.28
2019.00,9.00,29.00,19.00,48.65,16.73,29.54,8.77,-2.03,0.12,1.93,392.62,,,,1.77,11.17
2019.00,9.00,29.00,20.00,52.64,14.49,29.37,8.14,-2.18,-0.25,1.15,352.42,,,,1.80,12.80
2019.00,9.00,29.00,21.00,56.63,12.25,29.60,7.50,-2.33,-0.63,0.37,280.88,,,,3.10,12.20
2019.00,9.00,29.00,22.00,55.02,16.94,30.20,7.39,-1.95,-0.23,0.94,146.97,,,,3.85,12.18
2019.00,9.00,29.00,23.00,53.41,21.63,27.90,7.28,-1.56,0.17,1.51,254.05,,,,5.10,12.22
2023.00,4.00,10.00,0.00,9.63,115.45,12.89,21.65,-1.05,1.23,1.47,286.41,,,,1.80,37.55
2023.00,4.00,10.00,1.00,9.41,106.01,12.75,21.73,-1.05,1.26,1.67,48.78,,,,1.93,31.93
2023.00,4.00,10.00,2.00,9.18,96.58,9.70,21.81,-1.05,1.30,1.88,64.17,,,,2.97,34.38
2023.00,4.00,10.00,3.00,8.95,87.14,9.00,21.89,-1.04,1.34,2.09,63.77,,,,9.88,38.27
2023.00,4.00,10.00,4.00,28.21,77.24,8.35,22.00,-1.25,1.61,2.19,24.53,,,,32.30,37.35
2023.00,4.00,10.00,5.00,47.48,67.35,8.12,22.11,-1.46,1.89,2.29,46.14,,,,58.58,15.52
2023.00,4.00,10.00,6.00,66.74,57.45,8.64,22.22,-1.67,2.17,2.39,60.59,,,,65.62,7.65
2023.00,4.00,10.00,7.00,50.87,68.94,8.08,22.11,-1.88,2.08,1.79,20.17,,,,68.22,6.53
2023.00,4.00,10.00,8.00,35.00,80.43,10.98,22.00,-2.09,1.99,1.19,49.45,0.44,1.51,0.29,64.83,4.28
2023.00,4.00,10.00,9.00,19.13,91.92,9.47,21.89,-2.31,1.90,0.59,101.20,,,,61.57,5.52
2023.00,4.00,10.00,10.00,18.79,97.97,7.90,21.99,-2.00,1.96,0.18,29.17,,,,62.48,5.10
2023.00,4.00,10.00,11.00,18.45,104.03,8.89,22.08,-1.69,2.01,-0.24,60.85,,,,60.80,3.65
2023.00,4.00,10.00,12.00,18.11,110.09,8.60,22.18,-1.39,2.07,-0.66,41.63,,,,62.07,5.70
2023.00,4.00,10.00,13.00,12.29,107.21,8.71,21.83,-1.48,1.36,-0.22,24.26,,,,47.95,20.48
2023.00,4.00,10.00,14.00,6.46,104.34,8.98,21.48,-1.57,0.65,0.22,25.16,,,,6.35,72.25
2023.00,4.00,10.00,15.00,0.64,101.47,9.51,21.13,-1.66,-0.05,0.66,35.05,,,,1.98,68.83
2023.00,4.00,10.00,16.00,2.28,100.28,15.16,21.25,-1.54,0.33,0.83,222.02,,,,2.18,58.33
2023.00,4.00,10.00,17.00,3.92,99.10,17.16,21.37,-1.42,0.72,1.01,366.99,,,,2.30,59.17
2023.00,4.00,10.00,18.00,5.57,97.92,14.70,21.49,-1.30,1.11,1.18,213.58,,,,1.60,54.60
2023.00,4.00,10.00,19.00,4.57,95.08,12.74,21.38,-1.20,1.50,1.03,61.28,,,,1.40,46.95
2023.00,4.00,10.00,20.00,3.57,92.24,11.91,21.27,-1.10,1.88,0.89,41.97,,,,1.60,43.55
2023.00,4.00,10.00,21.00,2.56,89.40,13.55,21.16,-1.00,2.27,0.74,84.67,,,,1.67,40.30
2023.00,4.00,10.00,22.00,2.60,98.74,15.23,21.29,-1.36,2.05,0.93,17.13,,,,1.73,38.67
2023.00,4.00,10.00,23.00,2.63,108.07,17.65,21.43,-1.71,1.84,1.11,335.85,,,,2.05,37.83
2023.00,1.00,10.00,0.00,29.00,68.86,17.10,15.70,-2.43,-0.20,2.95,20.72,,,,1.60,14.67
2023.00,1.00,10.00,1.00,23.69,67.37,19.40,15.49,-1.90,0.66,2.41,289.26,,,,3.15,10.12
2023.00,1.00,10.00,2.00,18.38,65.87,17.68,15.28,-1.37,1.52,1.87,375.70,,,,5.08,10.22
2023.00,1.00,10.00,3.00,13.08,64.37,14.61,15.08,-0.83,2.38,1.34,103.18,,,,5.70,11.35
2023.00,1.00,10.00,4.00,16.32,63.52,12.16,15.23,-1.35,1.31,1.22,65.09,,,,5.65,14.95
2023.00,1.00,10.00,5.00,19.57,62.66,13.39,15.38,-1.86,0.24,1.10,67.76,,,,5.25,18.48
2023.00,1.00,10.00,6.00,22.82,61.81,13.30,15.54,-2.38,-0.84,0.99,23.10,,,,6.60,13.73
2023.00,1.00,10.00,7.00,15.42,71.59,15.16,15.55,-2.50,-0.57,1.06,55.92,,,,8.93,13.55
