year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2024.00,5.00,23.00,5.00,33.57,20.08,7.69,15.50,3.13,1.08,1.67,21.17,,,,61.18,22.90
2024.00,5.00,23.00,6.00,31.07,22.93,9.71,15.48,3.02,0.94,1.99,50.47,,,,78.97,19.53
2024.00,5.00,23.00,7.00,34.61,20.40,7.65,15.09,3.19,1.06,1.54,36.72,0.44,1.37,0.32,92.35,18.65
2024.00,5.00,23.00,8.00,38.15,17.86,9.14,14.71,3.35,1.17,1.09,160.01,,,,98.58,15.93
2024.00,5.00,23.00,9.00,41.70,15.33,7.42,14.32,3.52,1.29,0.65,183.39,0.49,1.61,0.30,101.20,13.77
2024.00,5.00,23.00,10.00,39.81,16.61,7.75,14.76,3.30,1.13,1.18,212.03,,,,101.80,12.95
2024.00,5.00,23.00,11.00,37.93,17.90,6.29,15.19,3.07,0.97,1.71,81.20,,,,99.60,14.38
2024.00,5.00,23.00,12.00,36.04,19.18,5.36,15.63,2.85,0.81,2.24,19.38,,,,100.12,14.62
2024.00,5.00,23.00,13.00,32.33,24.86,6.55,15.75,2.87,0.74,2.64,28.09,,,,96.78,20.00
2024.00,5.00,23.00,14.00,28.62,30.54,9.16,15.87,2.89,0.66,3.04,14.25,,,,89.65,19.25
2024.00,5.00,23.00,15.00,24.91,36.23,8.94,16.00,2.90,0.59,3.44,35.31,,,,66.12,33.15
2024.00,5.00,23.00,16.00,16.61,52.05,9.77,16.66,2.28,0.69,2.96,33.51,,,,56.40,37.83
2024.00,5.00,23.00,17.00,8.30,67.88,11.96,17.32,1.66,0.80,2.49,26.85,,,,53.33,31.38
2024.00,5.00,23.00,18.00,0.00,83.71,13.19,17.98,1.04,0.90,2.02,160.49,,,,45.43,37.30
2024.00,5.00,23.00,19.00,3.91,79.12,11.18,17.39,1.50,0.80,2.03,54.40,,,,45.10,34.42
2024.00,5.00,23.00,20.00,7.81,74.53,10.19,16.80,1.95,0.70,2.04,18.69,,,,39.20,41.00
2024.00,5.00,23.00,21.00,11.72,69.94,6.07,16.21,2.41,0.60,2.04,40.26,,,,39.80,34.25
2024.00,5.00,23.00,22.00,11.75,64.48,7.14,15.86,2.44,0.63,2.14,55.00,,,,42.30,31.27
2024.00,5.00,23.00,23.00,11.78,59.02,7.32,15.51,2.48,0.66,2.23,58.80,,,,41.58,33.40
2022.00,7.00,24.00,0.00,75.04,67.44,14.92,8.26,0.86,-1.59,2.07,41.18,,,,15.13,16.68
2022.00,7.00,24.00,1.00,68.90,64.46,13.48,8.40,0.94,-1.62,1.89,90.10,,,,17.75,15.25
2022.00,7.00,24.00,2.00,62.76,61.48,14.83,8.53,1.02,-1.65,1.72,20.69,,,,19.05,15.05
2022.00,7.00,24.00,3.00,56.62,58.50,14.94,8.67,1.10,-1.67,1.55,14.22,,,,22.53,14.93
2022.00,7.00,24.00,4.00,59.25,68.99,11.08,8.58,1.15,-1.68,1.47,72.04,,,,31.30,9.25
2022.00,7.00,24.00,5.00,61.88,79.49,9.66,8.49,1.20,-1.68,1.39,43.70,,,,35.07,9.97
2022.00,7.00,24.00,6.00,64.51,89.98,9.54,8.39,1.25,-1.69,1.31,33.20,,,,37.00,11.78
2022.00,7.00,24.00,7.00,67.55,82.31,8.04,8.43,1.03,-1.69,1.22,53.07,,,,36.13,12.73
2022.00,7.00,24.00,8.00,70.59,74.63,8.90,8.46,0.80,-1.70,1.12,45.00,,,,43.22,11.07
2022.00,7.00,24.00,9.00,73.62,66.96,11.43,8.49,0.58,-1.71,1.02,47.00,,,,46.45,10.45
2022.00,7.00,24.00,10.00,73.97,62.94,13.68,8.21,0.73,-1.59,1.14,28.69,,,,43.30,14.15
2022.00,7.00,24.00,11.00,74.32,58.93,12.90,7.92,0.87,-1.47,1.26,87.82,,,,31.65,34.55
2022.00,7.00,24.00,12.00,74.66,54.92,13.59,7.63,1.02,-1.35,1.38,64.72,,,,18.97,55.73
2022.00,7.00,24.00,13.00,73.41,52.72,14.68,7.48,1.14,-1.16,1.00,113.90,,,,20.30,41.90
2022.00,7.00,24.00,14.00,72.15,50.53,14.18,7.33,1.26,-0.96,0.61,88.37,,,,23.23,23.38
2022.00,7.00,24.00,15.00,70.90,48.33,11.33,7.18,1.39,-0.76,0.22,157.62,,,,13.88,39.62
2022.00,7.00,24.00,16.00,70.20,46.85,9.37,7.20,1.10,-1.12,0.70,84.35,,,,5.53,52.32
2022.00,7.00,24.00,17.00,69.50,45.37,9.09,7.21,0.82,-1.48,1.18,71.66,,,,5.42,52.48
2022.00,7.00,24.00,18.00,68.79,43.89,8.84,7.23,0.53,-1.85,1.66,62.00,,,,9.97,40.12
2022.00,7.00,24.00,19.00,69.67,59.41,9.14,7.19,0.46,-1.19,1.14,45.03,,,,15.40,19.58
2022.00,7.00,24.00,20.00,70.54,74.94,12.69,7.15,0.39,-0.53,0.62,31.61,,,,18.80,14.10
2022.00,7.00,24.00,21.00,71.42,90.46,13.30,7.11,0.32,0.13,0.10,85.31,,,,21.90,11.60
2022.00,7.00,24.00,22.00,73.49,91.10,12.69,7.21,0.16,0.04,0.03,32.04,,,,18.23,13.08
2022.00,7.00,24.00,23.00,75.56,91.73,15.65,7.31,-0.00,-0.05,-0.04,23.53,,,,20.78,11.28
2023.00,7.00,25.00,0.00,12.71,116.29,8.68,9.16,-0.94,-0.97,3.41,25.84,,,,15.50,13.65
2023.00,7.00,25.00,1.00,8.48,117.24,7.69,8.58,-1.06,-0.34,3.30,44.11,,,,3.75,30.88
2023.00,7.00,25.00,2.00,4.25,118.20,6.32,8.00,-1.19,0.28,3.19,37.88,,,,4.72,31.48
2023.00,7.00,25.00,3.00,0.01,119.15,6.06,7.42,-1.31,0.91,3.08,32.08,,,,5.80,28.83
2023.00,7.00,25.00,4.00,0.49,106.75,6.30,7.49,-1.37,1.03,2.45,40.71,,,,12.60,16.50
2023.00,7.00,25.00,5.00,0.97,94.35,8.69,7.56,-1.42,1.14,1.81,88.74,,,,18.95,17.60
2023.00,7.00,25.00,6.00,1.45,81.96,12.90,7.63,-1.48,1.26,1.18,15.25,,,,25.32,13.12
2023.00,7.00,25.00,7.00,1.67,83.34,11.74,6.86,-1.89,1.87,2.34,104.82,,,,30.07,14.50
2023.00,7.00,25.00,8.00,1.88,84.72,11.89,6.08,-2.30,2.47,3.51,119.66,,,,32.33,11.13
2023.00,7.00,25.00,9.00,2.10,86.10,13.43,5.31,-2.71,3.08,4.67,564.41,,,,34.82,14.75
2023.00,7.00,25.00,10.00,1.42,95.29,9.67,5.27,-1.75,2.22,4.23,66.89,,,,33.53,13.90
2023.00,7.00,25.00,11.00,0.74,104.47,9.12,5.22,-0.78,1.36,3.78,74.21,,,,32.67,14.10
2023.00,7.00,25.00,12.00,0.06,113.66,8.07,5.18,0.18,0.50,3.34,45.98,,,,21.57,27.60
2023.00,7.00,25.00,13.00,0.20,110.76,8.16,5.33,0.83,-0.03,3.62,58.43,,,,27.07,20.05
2023.00,7.00,25.00,14.00,0.34,107.87,8.37,5.48,1.48,-0.55,3.90,103.28,,,,27.77,17.93
2023.00,7.00,25.00,15.00,0.48,104.97,8.76,5.62,2.13,-1.08,4.18,64.44,,,,26.52,16.75
2023.00,7.00,25.00,16.00,0.33,116.77,10.86,5.79,1.93,-1.18,3.95,129.31,,,,21.62,17.50
2023.00,7.00,25.00,17.00,0.18,128.57,10.22,5.95,1.73,-1.28,3.72,69.34,,,,19.90,15.68
2023.00,7.00,25.00,18.00,0.03,140.37,11.06,6.12,1.53,-1.38,3.50,15.06,,,,18.80,12.93
2023.00,7.00,25.00,19.00,0.09,138.52,11.28,6.29,1.98,-1.07,3.24,101.89,,,,19.52,11.73
2023.00,7.00,25.00,20.00,0.16,136.67,12.96,6.46,2.44,-0.76,2.99,261.88,,,,21.60,7.67
2023.00,7.00,25.00,21.00,0.22,134.81,12.31,6.63,2.89,-0.44,2.74,446.37,,,,17.43,6.80
2023.00,7.00,25.00,22.00,0.16,135.97,8.36,6.66,2.47,-0.56,2.69,77.74,,,,14.15,10.10
2023.00,7.00,25.00,23.00,0.11,137.12,8.10,6.68,2.04,-0.67,2.64,17.33,,,,12.68,10.15
2019.00,11.00,5.00,0.00,22.38,46.97,17.26,8.78,2.23,-0.31,3.42,94.42,,,,14.57,34.50
2019.00,11.00,5.00,1.00,21.96,51.82,17.84,8.84,2.15,-0.55,3.38,15.79,,,,13.15,34.45
2019.00,11.00,5.00,2.00,21.55,56.67,18.60,8.90,2.08,-0.79,3.34,78.24,,,,12.95,35.40
2019.00,11.00,5.00,3.00,21.13,61.52,18.40,8.96,2.01,-1.03,3.30,61.95,,,,20.27,39.80
2019.00,11.00,5.00,4.00,14.09,91.92,18.58,8.23,2.06,-1.09,3.33,45.03,,,,47.17,43.12
2019.00,11.00,5.00,5.00,7.04,122.31,17.60,7.49,2.11,-1.15,3.36,48.28,,,,80.43,42.08
2019.00,11.00,5.00,6.00,0.00,152.71,17.17,6.76,2.16,-1.21,3.39,23.85,,,,112.17,35.25
2019.00,11.00,5.00,7.00,21.55,107.90,17.91,6.68,1.68,-0.08,3.35,17.44,,,,109.70,32.42
2019.00,11.00,5.00,8.00,43.10,63.09,15.85,6.60,1.21,1.05,3.31,95.90,0.50,1.20,0.42,112.73,26.22
2019.00,11.00,5.00,9.00,64.64,18.28,15.07,6.52,0.73,2.18,3.27,95.37,,,,111.05,25.43
2019.00,11.00,5.00,10.00,61.91,20.14,15.07,6.51,-0.06,2.11,3.70,115.52,,,,105.88,27.70
2019.00,11.00,5.00,11.00,59.17,22.00,14.90,6.51,-0.85,2.04,4.13,43.65,,,,80.42,36.42
2019.00,11.00,5.00,12.00,56.44,23.87,15.39,6.50,-1.64,1.97,4.56,66.39,,,,28.98,53.12
2019.00,11.00,5.00,13.00,37.64,39.31,14.99,6.60,-0.98,1.74,4.63,138.65,,,,3.97,60.57
2019.00,11.00,5.00,14.00,18.84,54.75,13.64,6.70,-0.32,1.50,4.69,190.24,,,,4.10,62.30
2019.00,11.00,5.00,15.00,0.05,70.19,12.27,6.79,0.34,1.26,4.76,85.88,,,,4.97,68.17
2019.00,11.00,5.00,16.00,0.05,71.24,11.47,6.86,-0.55,0.58,4.42,16.55,,,,5.08,61.12
2019.00,11.00,5.00,17.00,0.05,72.29,11.68,6.93,-1.44,-0.11,4.09,105.36,,,,6.12,55.55
2019.00,11.00,5.00,18.00,0.05,73.35,12.58,7.01,-2.33,-0.79,3.75,153.88,,,,5.78,50.45
2019.00,11.00,5.00,19.00,6.68,69.05,12.52,6.96,-0.79,-0.57,4.59,119.39,,,,4.60,48.75
2019.00,11.00,5.00,20.00,13.31,64.75,11.78,6.92,0.76,-0.34,5.43,85.76,,,,5.80,48.02
2019.00,11.00,5.00,21.00,19.94,60.46,11.52,6.88,2.31,-0.12,6.27,82.94,,,,5.42,47.90
2019.00,11.00,5.00,22.00,13.35,90.63,9.44,7.14,2.44,-0.47,5.49,24.25,,,,4.73,43.57
2019.00,11.00,5.00,23.00,6.76,120.81,12.27,7.39,2.58,-0.83,4.70,177.19,,,,4.03,38.50
2023.00,8.00,23.00,0.00,31.22,43.55,10.99,18.75,-1.46,0.90,-0.97,42.86,,,,7.62,19.10
2023.00,8.00,23.00,1.00,36.39,37.44,13.02,18.77,-1.07,0.23,-1.27,12.54,,,,5.70,16.65
2023.00,8.00,23.00,2.00,41.55,31.33,12.72,18.78,-0.68,-0.44,-1.57,14.93,,,,3.62,20.25
2023.00,8.00,23.00,3.00,46.72,25.21,10.82,18.80,-0.29,-1.11,-1.87,38.14,,,,2.97,21.45
2023.00,8.00,23.00,4.00,37.76,33.59,10.46,19.24,0.61,-0.70,-1.73,38.73,,,,3.35,21.55
2023.00,8.00,23.00,5.00,28.80,41.96,10.55,19.68,1.51,-0.28,-1.58,21.11,,,,3.92,20.00
2023.00,8.00,23.00,6.00,19.84,50.33,9.93,20.13,2.40,0.13,-1.43,33.46,,,,3.68,21.52
2023.00,8.00,23.00,7.00,15.45,54.53,12.11,19.72,2.92,0.28,-0.92,78.80,,,,5.88,13.65
2023.00,8.00,23.00,8.00,11.07,58.73,11.76,19.32,3.44,0.43,-0.42,149.65,,,,5.28,13.18
2023.00,8.00,23.00,9.00,6.68,62.93,10.48,18.91,3.95,0.58,0.08,77.03,,,,5.05,19.18
2023.00,8.00,23.00,10.00,4.50,64.17,10.75,19.28,3.13,0.70,0.08,44.94,,,,5.15,16.57
2023.00,8.00,23.00,11.00,2.31,65.40,10.19,19.65,2.30,0.82,0.08,44.45,,,,3.68,18.35
2023.00,8.00,23.00,12.00,0.13,66.64,10.43,20.02,1.48,0.94,0.08,31.26,,,,3.67,19.07
2023.00,8.00,23.00,13.00,0.08,73.98,13.22,19.99,0.79,0.44,0.68,11.44,,,,3.70,26.73
2023.00,8.00,23.00,14.00,0.04,81.32,11.52,19.96,0.10,-0.07,1.27,46.45,,,,4.05,24.15
2023.00,8.00,23.00,15.00,0.00,88.66,11.68,19.93,-0.59,-0.57,1.87,42.29,,,,4.30,20.42
2023.00,8.00,23.00,16.00,0.33,99.87,12.74,19.86,0.02,-0.21,1.10,20.63,,,,3.40,15.55
2023.00,8.00,23.00,17.00,0.65,111.07,10.90,19.78,0.64,0.16,0.33,45.88,,,,4.28,15.43
2023.00,8.00,23.00,18.00,0.98,122.28,10.86,19.70,1.25,0.53,-0.45,20.53,,,,4.03,14.10
2023.00,8.00,23.00,19.00,14.42,96.44,9.37,19.75,1.46,0.58,-1.08,22.87,,,,3.67,15.07
2023.00,8.00,23.00,20.00,27.87,70.61,9.62,19.80,1.67,0.63,-1.72,20.11,,,,3.90,13.37
2023.00,8.00,23.00,21.00,41.32,44.77,8.82,19.84,1.88,0.68,-2.36,37.94,,,,3.55,14.20
2023.00,8.00,23.00,22.00,40.53,41.47,7.06,19.23,1.83,0.89,-1.78,34.94,,,,3.28,13.68
2023.00,8.00,23.00,23.00,39.74,38.17,5.91,18.62,1.78,1.09,-1.21,30.72,,,,2.40,18.48
2020.00,12.00,13.00,0.00,99.32,56.13,41.97,5.78,0.74,1.08,-1.11,3809.61,,,,7.35,37.12
2020.00,12.00,13.00,1.00,110.38,62.06,39.78,5.76,0.39,0.93,-1.63,1312.70,,,,3.75,41.70
2020.00,12.00,13.00,2.00,121.45,67.99,41.54,5.75,0.05,0.77,-2.14,2686.45,,,,3.58,43.05
2020.00,12.00,13.00,3.00,132.51,73.92,40.31,5.73,-0.30,0.62,-2.65,1011.82,,,,5.40,43.50
2020.00,12.00,13.00,4.00,116.18,67.02,38.24,5.88,-0.44,0.95,-2.21,1047.69,,,,8.72,49.40
2020.00,12.00,13.00,5.00,99.85,60.11,39.39,6.03,-0.59,1.28,-1.76,1486.40,,,,12.02,46.25
2020.00,12.00,13.00,6.00,83.52,53.21,38.20,6.18,-0.74,1.62,-1.31,1224.82,,,,23.33,44.25
2020.00,12.00,13.00,7.00,83.81,44.62,38.27,7.30,-0.44,0.67,-1.95,1741.18,,,,29.22,36.80
2020.00,12.00,13.00,8.00,84.11,36.03,39.36,8.41,-0.13,-0.27,-2.58,1874.76,1.42,2.01,0.71,34.85,34.10
2020.00,12.00,13.00,9.00,84.40,27.44,41.80,9.53,0.17,-1.22,-3.22,2263.69,,,,36.30,31.65
2020.00,12.00,13.00,10.00,74.46,28.10,42.58,9.95,-0.24,-0.91,-3.04,3298.51,,,,32.48,32.60
2020.00,12.00,13.00,11.00,64.51,28.76,41.99,10.36,-0.65,-0.59,-2.86,1277.58,,,,29.28,33.30
2020.00,12.00,13.00,12.00,54.57,29.42,42.14,10.78,-1.06,-0.28,-2.69,1143.91,,,,16.85,42.05
2020.00,12.00,13.00,13.00,54.40,31.90,43.89,10.89,-0.52,-0.46,-2.30,3535.08,,,,6.55,53.85
2020.00,12.00,13.00,14.00,54.22,34.37,42.62,11.00,0.02,-0.65,-1.92,1118.85,,,,2.62,58.88
2020.00,12.00,13.00,15.00,54.05,36.85,42.76,11.11,0.56,-0.83,-1.54,2477.74,,,,2.80,54.35
2020.00,12.00,13.00,16.00,59.22,36.65,38.32,11.16,0.84,-0.73,-1.80,1221.21,,,,3.00,51.90
2020.00,12.00,13.00,17.00,64.39,36.46,40.72,11.22,1.13,-0.63,-2.06,2246.11,,,,2.53,48.05
2020.00,12.00,13.00,18.00,69.56,36.27,40.27,11.28,1.41,-0.52,-2.32,2636.48,,,,2.42,45.90
2020.00,12.00,13.00,19.00,74.67,34.06,40.20,10.40,1.93,-0.68,-2.23,1518.31,,,,2.60,40.60
2020.00,12.00,13.00,20.00,79.77,31.86,40.04,9.52,2.45,-0.83,-2.13,2907.80,,,,7.30,37.00
2020.00,12.00,13.00,21.00,84.88,29.66,39.62,8.65,2.97,-0.98,-2.03,1782.06,,,,3.85,31.90
2020.00,12.00,13.00,22.00,81.36,42.85,38.61,8.32,3.11,-0.95,-1.81,1363.13,,,,10.62,25.25
2020.00,12.00,13.00,23.00,77.85,56.04,39.68,7.99,3.24,-0.91,-1.60,2482.11,,,,14.55,20.70
2020.00,12.00,4.00,0.00,153.83,35.54,33.89,6.65,-0.29,1.70,-1.50,2316.64,,,,5.98,99.30
2020.00,12.00,4.00,1.00,142.42,45.60,32.76,6.76,-0.93,1.71,-2.23,1197.10,,,,6.55,93.30
2020.00,12.00,4.00,2.00,131.01,55.66,32.22,6.88,-1.57,1.72,-2.95,1601.85,,,,6.90,91.88
2020.00,12.00,4.00,3.00,119.59,65.72,28.92,7.00,-2.22,1.73,-3.68,1474.51,,,,5.90,103.35
2020.00,12.00,4.00,4.00,113.21,61.80,27.90,7.29,-1.54,1.68,-3.48,1057.39,,,,8.35,104.10
2020.00,12.00,4.00,5.00,106.82,57.89,27.53,7.59,-0.85,1.64,-3.29,1115.72,,,,38.00,70.58
2020.00,12.00,4.00,6.00,100.43,53.97,27.95,7.88,-0.17,1.60,-3.09,1097.91,,,,69.80,63.97
2020.00,12.00,4.00,7.00,105.25,47.78,28.69,7.93,0.73,0.73,-2.86,1221.27,,,,94.45,64.75
2020.00,12.00,4.00,8.00,110.07,41.59,28.85,7.99,1.64,-0.13,-2.62,932.35,0.71,2.32,0.31,113.70,60.95
2020.00,12.00,4.00,9.00,114.88,35.39,28.82,8.04,2.54,-1.00,-2.38,1333.85,,,,117.28,52.07
2020.00,12.00,4.00,10.00,129.07,37.02,28.84,8.13,1.68,-1.12,-2.36,1117.37,,,,101.65,52.77
2020.00,12.00,4.00,11.00,143.26,38.65,29.31,8.22,0.82,-1.24,-2.33,1246.59,,,,70.42,75.35
2020.00,12.00,4.00,12.00,157.45,40.28,28.99,8.31,-0.04,-1.36,-2.30,1393.88,,,,29.95,108.88
2020.00,12.00,4.00,13.00,156.82,41.14,29.04,8.27,0.44,-1.12,-2.68,1093.94,,,,3.50,138.25
2020.00,12.00,4.00,14.00,156.20,42.00,28.89,8.23,0.92,-0.88,-3.05,990.57,,,,3.17,136.32
2020.00,12.00,4.00,15.00,155.57,42.85,30.01,8.19,1.40,-0.64,-3.43,876.84,,,,3.55,119.78
2020.00,12.00,4.00,16.00,140.01,53.87,29.99,8.31,1.24,-0.58,-3.29,1024.42,,,,3.12,117.77
2020.00,12.00,4.00,17.00,124.44,64.89,29.46,8.44,1.08,-0.53,-3.14,1013.31,,,,3.58,108.48
2020.00,12.00,4.00,18.00,108.88,75.91,28.88,8.57,0.92,-0.47,-3.00,1060.95,,,,4.60,101.82
2020.00,12.00,4.00,19.00,108.54,62.51,28.40,8.06,0.17,-0.08,-2.64,982.20,,,,12.50,77.75
2020.00,12.00,4.00,20.00,108.21,49.12,27.71,7.56,-0.57,0.31,-2.28,924.34,,,,12.10,66.23
2020.00,12.00,4.00,21.00,107.88,35.73,28.49,7.06,-1.32,0.69,-1.91,794.79,,,,6.33,83.70
2020.00,12.00,4.00,22.00,120.04,35.15,27.74,6.99,-0.55,0.16,-1.97,871.80,,,,15.45,61.70
2020.00,12.00,4.00,23.00,132.20,34.56,27.38,6.91,0.21,-0.38,-2.03,742.47,,,,14.18,62.95
2019.00,9.00,29.00,0.00,20.75,52.33,28.07,9.82,-0.82,0.14,4.57,613.32,,,,7.80,10.78
2019.00,9.00,29.00,1.00,22.14,51.68,24.85,9.35,-0.84,0.03,4.45,215.57,,,,8.00,10.95
2019.00,9.00,29.00,2.00,23.54,51.03,24.59,8.89,-0.86,-0.08,4.32,79.39,,,,10.30,9.55
2019.00,9.00,29.00,3.00,24.94,50.37,23.17,8.42,-0.89,-0.19,4.19,106.76,,,,11.75,7.95
2019.00,9.00,29.00,4.00,24.09,51.22,25.22,7.81,-0.06,-0.06,4.36,64.46,,,,12.50,9.28
2019.00,9.00,29.00,5.00,23.23,52.07,25.54,7.19,0.76,0.08,4.52,38.81,,,,16.10,7.97
2019.00,9.00,29.00,6.00,22.38,52.92,26.38,6.58,1.58,0.21,4.69,122.45,,,,19.82,7.40
2019.00,9.00,29.00,7.00,23.40,49.25,25.08,6.95,0.49,0.18,5.45,263.83,,,,22.15,6.45
2019.00,9.00,29.00,8.00,24.42,45.58,25.11,7.33,-0.59,0.15,6.20,209.34,,1.46,,29.75,6.20
2019.00,9.00,29.00,9.00,25.45,41.91,26.91,7.70,-1.67,0.13,6.96,101.32,,,,32.52,7.45
2019.00,9.00,29.00,10.00,19.84,56.02,27.29,8.96,-1.89,0.90,5.47,16.43,,,,34.20,7.48
2019.00,9.00,29.00,11.00,14.24,70.14,27.72,10.22,-2.11,1.67,3.98,17.97,,,,21.45,11.70
2019.00,9.00,29.00,12.00,8.64,84.26,29.35,11.47,-2.33,2.44,2.49,14.04,,,,10.88,18.27
2019.00,9.00,29.00,13.00,29.07,61.04,29.48,10.44,-2.40,1.46,3.06,178.51,,,,12.30,15.18
2019.00,9.00,29.00,14.00,49.51,37.82,30.06,9.42,-2.47,0.48,3.63,253.26,,,,11.32,15.00
2019.00,9.00,29.00,15.00,69.94,14.61,30.49,8.39,-2.54,-0.51,4.21,317.39,,,,12.42,12.30
2019.00,9.00,29.00,16.00,61.18,19.93,29.96,8.60,-2.28,-0.36,4.92,235.58,,,,10.95,11.43
2019.00,9.00,29.00,17.00,52.41,25.26,30.00,8.82,-2.01,-0.21,5.64,82.70,,,,9.43,12.25
2019.00,9.00,29.00,18.00,43.65,30.59,29.28,9.03,-1.74,-0.07,6.36,324.49,,,,10.20,11.72
2019.00,9.00,29.00,19.00,41.25,33.09,29.40,8.52,-2.04,-0.07,4.88,422.05,,,,8.72,12.38
2019.00,9.00,29.00,20.00,38.86,35.58,29.25,8.00,-2.34,-0.07,3.40,353.14,,,,9.57,10.98
2019.00,9.00,29.00,21.00,36.46,38.07,29.24,7.49,-2.63,-0.07,1.91,342.09,,,,8.85,9.77
2019.00,9.00,29.00,22.00,35.82,43.61,29.97,7.26,-2.12,0.27,2.52,158.63,,,,7.58,12.18
2019.00,9.00,29.00,23.00,35.18,49.15,28.04,7.04,-1.61,0.61,3.12,245.76,,,,8.80,11.15
2023.00,1.00,10.00,0.00,0.06,113.41,16.06,17.64,-3.73,1.82,2.58,34.00,,,,2.70,48.70
2023.00,1.00,10.00,1.00,9.10,93.16,18.79,17.09,-2.47,1.20,2.45,178.95,,,,2.45,50.02
2023.00,1.00,10.00,2.00,18.13,72.92,18.01,16.54,-1.21,0.59,2.32,437.99,,,,3.38,47.17
2023.00,1.00,10.00,3.00,27.16,52.67,15.12,15.99,0.05,-0.03,2.20,46.96,,,,3.08,41.23
2023.00,1.00,10.00,4.00,23.93,55.79,12.86,16.19,-0.79,-0.33,2.25,82.59,,,,2.92,45.45
2023.00,1.00,10.00,5.00,20.70,58.91,13.42,16.39,-1.64,-0.63,2.31,62.85,,,,4.03,57.80
2023.00,1.00,10.00,6.00,17.47,62.03,13.05,16.60,-2.48,-0.93,2.36,27.41,,,,6.07,75.25
2023.00,1.00,10.00,7.00,14.14,73.41,15.61,16.80,-2.60,-0.99,2.09,70.98,,,,13.00,80.25
