year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,NO2_satellite,HCHO_satellite,ratio_satellite,O3_target,NO2_target
2023.00,7.00,25.00,6.00,1.13,107.15,12.27,7.83,-1.79,1.10,0.29,33.38,,,,37.53,17.20
2023.00,7.00,25.00,7.00,2.48,97.38,12.07,7.06,-2.22,1.73,0.78,103.90,,,,29.27,16.73
2023.00,7.00,25.00,8.00,3.82,87.61,12.02,6.29,-2.65,2.37,1.27,129.92,,,,27.35,17.02
2023.00,7.00,25.00,9.00,5.17,77.85,12.95,5.51,-3.07,3.00,1.76,684.08,,,,22.60,17.73
2023.00,7.00,25.00,10.00,7.69,76.42,9.22,5.55,-2.16,2.59,1.43,35.38,,,,23.45,16.95
2023.00,7.00,25.00,11.00,10.21,75.00,8.42,5.59,-1.25,2.17,1.10,50.88,,,,44.75,17.68
2023.00,7.00,25.00,12.00,12.72,73.58,7.86,5.62,-0.34,1.76,0.78,42.85,,,,17.60,18.75
2023.00,7.00,25.00,13.00,17.20,73.34,8.19,5.85,0.20,0.87,0.85,58.03,,,,12.52,18.93
2023.00,7.00,25.00,14.00,21.67,73.10,8.75,6.08,0.74,-0.03,0.93,136.63,,,,11.07,18.95
2023.00,7.00,25.00,15.00,26.15,72.87,8.64,6.31,1.27,-0.92,1.01,66.27,,,,9.85,19.98
2023.00,7.00,25.00,16.00,23.86,83.40,10.89,6.30,1.40,-0.98,0.85,159.43,,,,23.90,20.08
2023.00,7.00,25.00,17.00,21.57,93.94,10.33,6.28,1.53,-1.04,0.68,82.16,,,,18.68,17.40
2023.00,7.00,25.00,18.00,19.28,104.47,11.03,6.27,1.66,-1.10,0.52,16.07,,,,15.82,16.20
2023.00,7.00,25.00,19.00,19.24,103.44,11.50,6.42,1.97,-0.84,0.18,128.81,,,,9.58,15.17
2023.00,7.00,25.00,20.00,19.20,102.41,12.74,6.58,2.29,-0.58,-0.15,281.10,,,,9.95,13.75
2023.00,7.00,25.00,21.00,19.17,101.37,12.05,6.74,2.60,-0.32,-0.48,375.70,,,,9.83,12.70
2023.00,7.00,25.00,22.00,13.60,106.71,7.79,6.77,2.25,-0.51,-0.48,62.07,,,,8.28,13.57
2023.00,7.00,25.00,23.00,8.03,112.05,7.39,6.80,1.90,-0.70,-0.48,22.19,,,,6.75,14.65
2019.00,11.00,5.00,0.00,4.22,89.01,17.21,8.76,2.23,0.15,-0.12,102.48,,,,9.07,40.45
2019.00,11.00,5.00,1.00,11.65,78.45,17.04,8.83,2.28,-0.25,-0.14,23.07,,,,9.10,38.00
2019.00,11.00,5.00,2.00,19.08,67.89,18.10,8.90,2.32,-0.65,-0.15,59.06,,,,10.55,41.15
2019.00,11.00,5.00,3.00,26.51,57.33,18.03,8.97,2.36,-1.06,-0.16,56.56,,,,20.95,38.12
2019.00,11.00,5.00,4.00,17.67,86.12,18.68,8.26,2.39,-1.03,-0.14,32.99,,,,42.58,36.10
2019.00,11.00,5.00,5.00,8.84,114.92,17.90,7.54,2.41,-1.00,-0.11,37.12,,,,69.67,30.60
2019.00,11.00,5.00,6.00,0.00,143.71,16.53,6.83,2.44,-0.97,-0.09,27.19,,,,83.70,23.48
2019.00,11.00,5.00,7.00,23.64,102.07,17.43,6.70,1.73,0.01,-0.18,28.50,,,,90.58,15.10
2019.00,11.00,5.00,8.00,47.27,60.43,15.42,6.57,1.03,0.98,-0.28,96.14,1.47,1.89,0.78,91.20,12.88
2019.00,11.00,5.00,9.00,70.91,18.79,14.87,6.45,0.33,1.96,-0.37,105.18,,,,91.35,13.07
2019.00,11.00,5.00,10.00,67.06,20.52,14.87,6.46,-0.32,1.97,0.21,138.20,,,,93.15,15.23
2019.00,11.00,5.00,11.00,63.21,22.24,14.59,6.46,-0.97,1.98,0.80,45.50,,,,95.03,15.38
2019.00,11.00,5.00,12.00,59.36,23.96,16.08,6.47,-1.61,1.99,1.38,104.60,,,,79.80,24.20
2019.00,11.00,5.00,13.00,40.72,35.86,14.87,6.60,-1.03,1.68,1.12,138.48,,,,24.90,67.78
2019.00,11.00,5.00,14.00,22.08,47.77,13.67,6.72,-0.45,1.36,0.85,228.68,,,,6.82,69.65
2019.00,11.00,5.00,15.00,3.44,59.67,12.35,6.84,0.13,1.05,0.59,91.81,,,,6.98,67.80
2019.00,11.00,5.00,16.00,5.34,59.57,10.79,6.96,-0.40,0.12,0.32,19.27,,,,8.38,80.35
2019.00,11.00,5.00,17.00,7.24,59.47,11.87,7.07,-0.93,-0.80,0.06,128.01,,,,8.78,71.85
2019.00,11.00,5.00,18.00,9.14,59.37,12.55,7.19,-1.45,-1.73,-0.20,171.54,,,,8.95,68.30
2019.00,11.00,5.00,19.00,6.11,80.13,12.50,7.19,-0.22,-1.32,0.82,127.67,,,,8.45,72.60
2019.00,11.00,5.00,20.00,3.08,100.90,11.56,7.20,1.02,-0.90,1.84,84.14,,,,8.50,62.15
2019.00,11.00,5.00,21.00,0.06,121.67,11.40,7.21,2.26,-0.49,2.86,81.50,,,,8.30,55.60
2019.00,11.00,5.00,22.00,2.75,123.38,9.49,7.32,2.30,-0.55,2.09,24.09,,,,8.23,50.25
2019.00,11.00,5.00,23.00,5.44,125.10,12.29,7.43,2.34,-0.61,1.31,200.16,,,,7.32,42.45
2024.00,1.00,12.00,0.00,2.59,124.28,16.95,12.35,-0.49,-2.29,-0.47,40.46,,,,3.95,39.62
2024.00,1.00,12.00,1.00,1.82,132.85,17.71,11.53,-0.06,-2.35,-0.43,46.44,,,,3.17,39.92
2024.00,1.00,12.00,2.00,1.05,141.42,20.99,10.71,0.38,-2.42,-0.39,96.56,,,,5.58,37.80
2024.00,1.00,12.00,3.00,0.28,149.99,23.29,9.90,0.81,-2.48,-0.35,115.77,,,,9.22,33.12
2024.00,1.00,12.00,4.00,0.51,142.48,21.88,9.92,1.15,-2.00,-0.53,45.36,,,,7.00,36.45
2024.00,1.00,12.00,5.00,0.74,134.98,22.41,9.95,1.49,-1.53,-0.72,52.86,,,,9.68,49.28
2024.00,1.00,12.00,6.00,0.97,127.47,22.45,9.97,1.82,-1.05,-0.90,32.25,,,,17.75,87.47
2024.00,1.00,12.00,7.00,5.38,116.79,23.64,9.82,1.86,-0.93,-0.80,47.90,,,,35.30,55.38
2024.00,1.00,12.00,8.00,9.79,106.12,23.58,9.67,1.90,-0.81,-0.69,44.09,2.74,3.19,0.86,63.67,53.90
2024.00,1.00,12.00,9.00,14.20,95.44,26.60,9.53,1.94,-0.69,-0.59,20.35,,,,93.05,45.20
2024.00,1.00,12.00,10.00,9.60,103.56,25.48,9.67,1.18,-1.24,-0.53,81.09,,,,100.55,35.55
2024.00,1.00,12.00,11.00,5.01,111.68,22.33,9.82,0.41,-1.79,-0.46,53.16,,,,82.58,30.60
2024.00,1.00,12.00,12.00,0.42,119.80,23.65,9.96,-0.36,-2.34,-0.40,148.33,,,,64.03,34.55
2024.00,1.00,12.00,13.00,9.10,108.00,22.67,10.35,0.17,-2.31,-0.73,108.13,,,,40.38,47.50
2024.00,1.00,12.00,14.00,17.79,96.20,21.54,10.75,0.70,-2.29,-1.06,95.63,,,,13.32,59.85
2024.00,1.00,12.00,15.00,26.47,84.40,22.32,11.14,1.23,-2.26,-1.39,21.56,,,,4.70,58.55
2024.00,1.00,12.00,16.00,22.94,98.52,21.03,11.08,1.43,-1.65,-1.19,93.69,,,,4.82,59.65
2024.00,1.00,12.00,17.00,19.41,112.63,21.00,11.01,1.64,-1.04,-0.99,39.43,,,,5.72,63.15
2024.00,1.00,12.00,18.00,15.87,126.74,24.09,10.95,1.84,-0.44,-0.78,39.11,,,,3.57,58.17
2024.00,1.00,12.00,19.00,18.43,116.92,21.89,11.05,1.90,-0.59,-0.79,31.60,,,,4.90,51.72
2024.00,1.00,12.00,20.00,20.99,107.10,22.50,11.16,1.96,-0.75,-0.80,16.61,,,,4.20,42.38
2024.00,1.00,12.00,21.00,23.55,97.28,20.70,11.26,2.02,-0.90,-0.81,97.95,,,,3.10,38.10
2024.00,1.00,12.00,22.00,21.40,100.48,20.97,11.19,2.06,-0.88,-0.90,279.56,,,,3.23,32.02
2024.00,1.00,12.00,23.00,19.25,103.68,19.76,11.13,2.10,-0.86,-0.99,326.99,,,,2.90,31.55
2020.00,12.00,13.00,0.00,99.43,51.72,41.32,6.17,1.19,0.01,-1.78,3546.65,,,,27.00,22.70
2020.00,12.00,13.00,1.00,106.92,56.64,39.81,6.02,0.86,0.18,-1.92,1350.14,,,,18.50,25.65
2020.00,12.00,13.00,2.00,114.40,61.56,41.36,5.88,0.54,0.36,-2.07,2731.57,,,,19.25,27.05
2020.00,12.00,13.00,3.00,121.88,66.47,39.51,5.73,0.21,0.53,-2.21,939.82,,,,24.23,27.55
2020.00,12.00,13.00,4.00,101.11,69.99,37.78,5.92,0.04,0.80,-2.25,1108.63,,,,21.42,38.48
2020.00,12.00,13.00,5.00,80.33,73.50,38.20,6.11,-0.14,1.07,-2.29,1347.87,,,,21.43,49.92
2020.00,12.00,13.00,6.00,59.56,77.01,37.90,6.30,-0.31,1.34,-2.33,1173.21,,,,34.03,35.38
2020.00,12.00,13.00,7.00,62.40,66.37,37.83,7.43,0.05,0.59,-2.42,1753.17,,,,46.00,29.12
2020.00,12.00,13.00,8.00,65.24,55.73,39.17,8.55,0.42,-0.16,-2.51,2007.90,0.51,0.47,1.09,55.12,24.73
2020.00,12.00,13.00,9.00,68.09,45.10,41.31,9.68,0.79,-0.90,-2.61,2172.28,,,,55.00,18.65
2020.00,12.00,13.00,10.00,64.15,43.51,41.37,9.94,0.30,-0.63,-2.31,2241.45,,,,54.20,18.70
2020.00,12.00,13.00,11.00,60.22,41.93,41.36,10.20,-0.19,-0.36,-2.01,1184.14,,,,54.65,21.35
2020.00,12.00,13.00,12.00,56.29,40.35,41.48,10.46,-0.68,-0.09,-1.72,852.56,,,,47.10,25.17
2020.00,12.00,13.00,13.00,48.46,47.52,43.55,10.58,-0.12,-0.28,-1.84,2828.95,,,,30.28,33.90
2020.00,12.00,13.00,14.00,40.63,54.70,42.29,10.71,0.44,-0.47,-1.96,1134.66,,,,22.60,40.60
2020.00,12.00,13.00,15.00,32.79,61.87,42.60,10.83,1.00,-0.66,-2.08,2554.24,,,,17.80,40.80
2020.00,12.00,13.00,16.00,40.08,55.55,38.16,10.98,1.23,-0.55,-2.40,977.65,,,,16.62,37.83
2020.00,12.00,13.00,17.00,47.36,49.23,40.08,11.13,1.45,-0.45,-2.71,1700.98,,,,14.60,35.55
2020.00,12.00,13.00,18.00,54.65,42.91,39.24,11.28,1.67,-0.34,-3.03,2018.95,,,,14.75,31.60
2020.00,12.00,13.00,19.00,62.17,38.64,40.26,10.61,2.24,-0.49,-2.78,1627.94,,,,13.03,29.88
2020.00,12.00,13.00,20.00,69.70,34.38,36.90,9.94,2.81,-0.64,-2.53,2166.74,,,,14.40,28.62
2020.00,12.00,13.00,21.00,77.23,30.11,39.12,9.27,3.38,-0.79,-2.28,1632.39,,,,17.20,29.10
2020.00,12.00,13.00,22.00,77.23,36.48,38.11,8.71,3.47,-0.85,-1.84,1324.83,,,,18.57,27.60
2020.00,12.00,13.00,23.00,77.24,42.85,39.49,8.16,3.55,-0.91,-1.39,2516.87,,,,19.77,25.35
2019.00,9.00,29.00,0.00,27.03,43.54,27.71,10.26,-1.19,-0.41,2.46,592.29,,,,2.72,9.60
2019.00,9.00,29.00,1.00,31.18,41.19,24.16,9.68,-1.05,-0.07,1.78,223.58,,,,3.25,9.32
2019.00,9.00,29.00,2.00,35.34,38.83,24.05,9.10,-0.92,0.27,1.09,102.62,,,,2.50,9.88
2019.00,9.00,29.00,3.00,39.50,36.47,22.82,8.52,-0.78,0.61,0.41,103.57,,,,16.88,8.82
2019.00,9.00,29.00,4.00,39.70,37.35,24.84,7.80,0.02,0.22,0.82,50.02,,,,14.17,9.60
2019.00,9.00,29.00,5.00,39.90,38.23,25.31,7.09,0.81,-0.16,1.23,37.25,,,,9.62,11.98
2019.00,9.00,29.00,6.00,40.09,39.11,26.03,6.37,1.61,-0.54,1.63,109.61,,,,23.75,11.42
2019.00,9.00,29.00,7.00,41.08,37.38,24.98,7.03,0.53,-0.39,2.04,275.45,,,,12.68,13.90
2019.00,9.00,29.00,8.00,42.06,35.64,24.83,7.69,-0.54,-0.23,2.45,213.52,,2.58,,14.43,10.72
2019.00,9.00,29.00,9.00,43.04,33.91,25.52,8.34,-1.62,-0.07,2.86,177.30,,,,18.42,9.03
2019.00,9.00,29.00,10.00,42.64,37.53,26.87,9.53,-1.96,0.69,2.25,25.61,,,,21.25,6.55
2019.00,9.00,29.00,11.00,42.24,41.16,26.96,10.73,-2.31,1.45,1.64,24.25,,,,23.25,5.60
2019.00,9.00,29.00,12.00,41.83,44.78,28.76,11.92,-2.66,2.21,1.04,19.09,,,,21.43,7.22
2019.00,9.00,29.00,13.00,52.31,35.72,29.09,10.68,-3.26,1.27,1.50,207.37,,,,15.20,9.47
2019.00,9.00,29.00,14.00,62.79,26.66,29.72,9.43,-3.86,0.32,1.97,283.24,,,,13.65,14.35
2019.00,9.00,29.00,15.00,73.27,17.60,30.01,8.19,-4.46,-0.62,2.43,410.68,,,,16.20,20.77
2019.00,9.00,29.00,16.00,63.05,20.96,29.43,8.47,-3.65,-0.24,2.61,225.71,,,,3.75,18.27
2019.00,9.00,29.00,17.00,52.82,24.32,29.31,8.76,-2.84,0.14,2.78,84.97,,,,5.52,14.95
2019.00,9.00,29.00,18.00,42.60,27.68,28.95,9.04,-2.04,0.53,2.96,391.71,,,,11.52,11.25
2019.00,9.00,29.00,19.00,42.06,30.30,28.94,8.60,-2.27,0.47,1.84,423.16,,,,6.18,11.43
2019.00,9.00,29.00,20.00,41.52,32.92,28.87,8.15,-2.49,0.42,0.73,338.45,,,,3.40,11.25
2019.00,9.00,29.00,21.00,40.98,35.54,28.83,7.71,-2.72,0.36,-0.39,427.90,,,,11.90,10.90
2019.00,9.00,29.00,22.00,46.64,35.90,29.44,7.53,-2.32,0.51,0.12,269.06,,,,5.50,9.62
2019.00,9.00,29.00,23.00,52.31,36.25,27.07,7.35,-1.92,0.65,0.64,266.50,,,,4.58,9.90
2023.00,1.00,10.00,0.00,40.96,74.81,15.79,16.77,-2.53,1.80,2.82,32.44,,,,2.25,16.35
2023.00,1.00,10.00,1.00,36.76,68.13,18.98,16.49,-1.47,1.84,1.99,175.54,,,,2.65,15.20
2023.00,1.00,10.00,2.00,32.56,61.45,17.87,16.22,-0.40,1.88,1.16,551.53,,,,3.42,14.25
2023.00,1.00,10.00,3.00,28.35,54.78,15.08,15.94,0.66,1.92,0.33,64.11,,,,3.25,17.15
2023.00,1.00,10.00,4.00,22.56,63.10,12.46,16.21,-0.27,1.02,0.42,75.12,,,,3.55,16.67
2023.00,1.00,10.00,5.00,16.77,71.42,13.80,16.48,-1.20,0.12,0.51,73.71,,,,3.88,18.45
2023.00,1.00,10.00,6.00,10.98,79.74,13.66,16.76,-2.13,-0.78,0.60,24.65,,,,5.77,16.85
2023.00,1.00,10.00,7.00,7.76,94.90,15.21,16.74,-2.25,-0.61,0.62,63.18,,,,10.05,17.60
2023.00,1.00,10.00,8.00,4.55,110.06,15.46,16.72,-2.37,-0.45,0.63,68.75,,,,16.35,20.85
2023.00,1.00,10.00,9.00,1.34,125.22,16.57,16.70,-2.48,-0.28,0.64,46.18,,,,23.90,19.48
2023.00,1.00,10.00,10.00,11.44,113.02,20.00,16.34,-2.29,0.18,0.86,15.48,,,,27.53,15.30
2023.00,1.00,10.00,11.00,21.54,100.82,19.65,15.98,-2.09,0.63,1.08,86.09,,,,27.60,14.25
2023.00,1.00,10.00,12.00,31.65,88.62,18.71,15.62,-1.90,1.09,1.29,46.39,,,,24.27,16.38
2023.00,1.00,10.00,13.00,32.59,91.09,20.18,15.91,-1.18,0.21,1.76,238.11,,,,13.53,22.07
2023.00,1.00,10.00,14.00,33.53,93.55,18.45,16.21,-0.46,-0.67,2.22,50.54,,,,3.88,26.52
2023.00,1.00,10.00,15.00,34.47,96.01,16.78,16.50,0.25,-1.55,2.69,41.37,,,,2.05,30.38
2023.00,1.00,10.00,16.00,31.49,112.23,17.27,16.83,0.76,-1.44,2.43,27.88,,,,1.98,28.45
2023.00,1.00,10.00,17.00,28.52,128.45,18.82,17.15,1.27,-1.32,2.17,26.09,,,,1.80,24.20
2023.00,1.00,10.00,18.00,25.54,144.67,18.93,17.47,1.77,-1.21,1.91,21.70,,,,1.88,20.40
2023.00,1.00,10.00,19.00,21.21,139.81,20.20,17.82,1.29,-1.40,1.37,21.78,,,,3.67,14.80
2023.00,1.00,10.00,20.00,16.88,134.95,19.26,18.16,0.82,-1.59,0.83,33.75,,,,6.20,12.75
2023.00,1.00,10.00,21.00,12.55,130.09,20.65,18.51,0.34,-1.78,0.28,72.78,,,,5.78,12.50
2023.00,1.00,10.00,22.00,8.50,143.41,21.64,18.80,0.40,-1.75,0.47,29.46,,,,4.85,14.55
2023.00,1.00,10.00,23.00,4.44,156.73,22.49,19.10,0.47,-1.72,0.66,64.17,,,,4.32,13.48
2023.00,9.00,28.00,0.00,48.92,84.47,21.25,14.03,2.18,-0.59,-0.70,273.61,,,,29.82,11.38
2023.00,9.00,28.00,1.00,43.95,78.76,22.39,14.02,1.84,-0.86,-0.60,230.15,,,,17.98,14.38
2023.00,9.00,28.00,2.00,38.97,73.05,20.34,14.00,1.50,-1.14,-0.50,248.62,,,,22.72,14.55
2023.00,9.00,28.00,3.00,33.99,67.34,21.66,13.99,1.16,-1.42,-0.41,175.92,,,,37.42,12.57
2023.00,9.00,28.00,4.00,33.99,69.55,21.18,13.86,0.92,-1.49,-1.08,55.45,,,,54.58,10.95
2023.00,9.00,28.00,5.00,33.99,71.76,23.19,13.73,0.68,-1.56,-1.76,55.44,,,,68.08,10.50
2023.00,9.00,28.00,6.00,33.99,73.97,26.40,13.60,0.44,-1.63,-2.44,92.63,,,,79.20,13.43
